#Time X Y Z(m) dE dN dU(m) RMS Ratio GPS BDS
2390 237620 -2267809.963862171396613 5009324.096149492077529 3221016.696470461785793 -153.740732768348948 1581.682779949677979 -7.761937108412155 22.798 7 13
2390 237621 -2267809.965640201233327 5009324.101364239118993 3221016.702119169291109 -153.740202014515091 1581.680701847722503 -7.769530702154128 36.829 7 13
2390 237622 -2267809.964378292672336 5009324.097051421180367 3221016.697771632112563 -153.740831004064376 1581.682185039805063 -7.763489311196821 32.400 7 13
2390 237623 -2267809.966800868511200 5009324.099245673045516 3221016.699856879655272 -153.742133077746871 1581.681912678900289 -7.767131054724217 24.165 7 13
2390 237624 -2267809.964111476670951 5009324.095167997293174 3221016.696643167641014 -153.741364652087270 1581.682229063933619 -7.761343340543419 27.534 7 13
2390 237625 -2267809.964293115772307 5009324.096800519153476 3221016.697015817742795 -153.740856878815407 1581.682701975677901 -7.762878107389753 23.672 7 13
2390 237626 -2267809.966682063415647 5009324.097530062310398 3221016.698904424905777 -153.742732358671333 1581.681913824614639 -7.765258765762667 33.590 7 13
2390 237627 -2267809.965328277088702 5009324.098677603527904 3221016.700888344552368 -153.741025810994984 1581.680452722607924 -7.766686491710857 30.418 7 13
2390 237628 -2267809.965358864516020 5009324.101725483313203 3221016.699841732159257 -153.739796739532778 1581.682771566716838 -7.768556852536022 32.827 7 13
2390 237629 -2267809.964236185885966 5009324.098808270879090 3221016.700060256756842 -153.739977024492418 1581.680997531667799 -7.765980307238522 26.052 7 13
2390 237630 -2267809.965372415725142 5009324.099770827218890 3221016.702427490148693 -153.740615179215240 1581.679642503143441 -7.768342082658194 29.976 7 13
2390 237631 -2267809.965206608641893 5009324.099295037798584 3221016.700886924285442 -153.740660342436399 1581.680714293495157 -7.767126995638563 27.669 7 13
2390 237632 -2267809.964374030474573 5009324.095705406740308 3221016.697346748784184 -153.741382213614884 1581.681926928314169 -7.762215794266496 23.184 7 13
2390 237633 -2267809.965737578924745 5009324.097104053013027 3221016.699093030765653 -153.742047614329351 1581.681356224519732 -7.764684906576520 27.240 7 13
2390 237634 -2267809.963485610205680 5009324.097401758655906 3221016.700666157528758 -153.739873288438275 1581.679667243462973 -7.764918079224458 29.994 7 13
2390 237635 -2267809.965114304795861 5009324.096717014908791 3221016.699601784814149 -153.741639422368507 1581.680608256632922 -7.764418404833037 28.498 7 13
2390 237636 -2267809.965733292046934 5009324.093388183042407 3221016.695573100354522 -153.743576122907314 1581.682666568078957 -7.759979135715241 29.412 7 13
2390 237637 -2267809.965981944929808 5009324.095199116505682 3221016.698943854775280 -153.743055823046745 1581.680654008999227 -7.763201275941100 31.594 7 13
2390 237638 -2267809.964059935417026 5009324.098869033157825 3221016.701030991505831 -153.739791401389084 1581.680152680931087 -7.766458693621132 34.538 7 13
2390 237639 -2267809.963934539817274 5009324.097199405543506 3221016.699016078840941 -153.740365715031658 1581.681088773781539 -7.764080217745828 39.014 7 13
2390 237640 -2267809.964074154384434 5009324.096291848458350 3221016.697012253105640 -153.740867178383894 1581.682423663934969 -7.762399422561430 31.845 7 13
2390 237641 -2267809.964924753177911 5009324.098277940414846 3221016.701006463263184 -153.740823018921674 1581.680081397770664 -7.766289619665230 33.351 7 13
2390 237642 -2267809.963910602498800 5009324.095385195687413 3221016.697605739813298 -153.741092082889054 1581.681458506086983 -7.761931572980359 27.510 7 13
2390 237643 -2267809.964809434488416 5009324.095984747633338 3221016.698205228894949 -153.741663669128570 1581.681408136161735 -7.763025876723361 28.157 7 13
2390 237644 -2267809.964322653133422 5009324.094430594705045 3221016.696423844899982 -153.741861137407966 1581.682120825813399 -7.760728322352151 25.428 7 13
2390 237645 -2267809.964751962572336 5009324.096722052432597 3221016.697565217036754 -153.741307249622423 1581.682288641912692 -7.763258709979397 25.571 7 13
2390 237646 -2267809.963507928885520 5009324.096803296357393 3221016.698371600359678 -153.740140424956223 1581.681371041366219 -7.763290394170639 34.535 7 13
2390 237647 -2267809.963062156457454 5009324.093811677768826 3221016.694041021168232 -153.740968059187196 1581.683622329070204 -7.758584107287874 19.604 7 13
2390 237648 -2267809.964118395000696 5009324.099160397425294 3221016.701355390250683 -153.739724500540717 1581.680020434106154 -7.766872916095963 29.755 7 13
2390 237649 -2267809.965465495828539 5009324.094162608496845 3221016.694955191109329 -153.743012788629301 1581.683501144845877 -7.760177623865161 18.518 7 13
2390 237650 -2267809.963381505105644 5009324.098259064368904 3221016.700304349418730 -153.739424897878905 1581.680353929012199 -7.765369881093363 38.467 7 13
2390 237651 -2267809.965265263803303 5009324.096361770294607 3221016.698025438468903 -153.741923448500756 1581.681833055918560 -7.763392222088896 29.355 7 13
2390 237652 -2267809.963126129936427 5009324.091192237101495 3221016.692492624744773 -153.742106588988804 1581.683756598741184 -7.755764742989584 14.988 7 13
2390 237653 -2267809.964679167605937 5009324.094877069815993 3221016.696426547132432 -153.742001798554327 1581.682399913867812 -7.761206625807830 28.703 7 13
2390 237654 -2267809.964647064451128 5009324.094911782070994 3221016.695733665488660 -153.741958237212827 1581.683005999347188 -7.760870347163603 24.949 7 13
2390 237655 -2267809.962065464816988 5009324.095074765384197 3221016.698627391830087 -153.739539175270977 1581.680048201363888 -7.761551847554728 26.325 7 13
2390 237656 -2267809.964755412191153 5009324.096553519368172 3221016.698030239436775 -153.741379894783961 1581.681810841362676 -7.763364021142252 29.434 7 13
2390 237657 -2267809.962507064454257 5009324.093749278225005 3221016.696028945501894 -153.740488101433186 1581.681765011524476 -7.759348225132214 20.211 7 13
2390 237658 -2267809.963827072642744 5009324.093870351091027 3221016.697854765690863 -153.741640704334486 1581.680525217727791 -7.760839907910935 29.083 7 13
2390 237659 -2267809.962781760375947 5009324.093523007817566 3221016.696941618807614 -153.740831663826725 1581.680931788528369 -7.759732064981733 30.947 7 13
2390 237660 -2267809.964218923822045 5009324.094568769447505 3221016.696396923158318 -153.741709656709133 1581.682186242292801 -7.760786210967410 24.211 7 13
2390 237661 -2267809.964389559347183 5009324.094278017058969 3221016.696289696730673 -153.741985011825818 1581.682179745425401 -7.760564201302941 26.865 7 13
2390 237662 -2267809.964849757030606 5009324.096748868934810 3221016.700525292195380 -153.741385281736882 1581.679772192280325 -7.764818748460442 33.589 7 13
2390 237663 -2267809.963527905289084 5009324.095968721434474 3221016.699391652829945 -153.740502799808610 1581.680110336216330 -7.763161055881938 31.776 7 13
2390 237664 -2267809.962400587741286 5009324.094365825876594 3221016.696285309735686 -153.740136838247054 1581.681807339269881 -7.759924431218224 22.790 7 13
2390 237665 -2267809.963699586223811 5009324.096672651357949 3221016.699266819749027 -153.740368903212413 1581.680579718375157 -7.763710898649634 30.162 7 13
2390 237666 -2267809.964901039842516 5009324.096993151120842 3221016.699148980434984 -153.741331259332412 1581.681081378394538 -7.764329206763222 26.982 7 13
2390 237667 -2267809.963697969913483 5009324.097502623684704 3221016.699833087157458 -153.740025152579335 1581.680475925209066 -7.764649289791151 31.191 7 13
2390 237668 -2267809.964701277203858 5009324.098571502603590 3221016.702144682407379 -153.740498367180919 1581.679190180760997 -7.767019000620991 24.366 7 13
2390 237669 -2267809.963959981687367 5009324.100123697891831 3221016.700730780605227 -153.739182923043870 1581.680971146584852 -7.767255040910015 30.132 7 13
2390 237670 -2267809.964473467785865 5009324.098005361855030 3221016.699969715438783 -153.740524306639315 1581.680753525045475 -7.765388609383962 28.105 7 13
2390 237671 -2267809.963833149522543 5009324.099115449003875 3221016.702457467094064 -153.739483177311172 1581.678990683094980 -7.767296395334938 20.675 7 13
2390 237672 -2267809.963352283928543 5009324.099621486850083 3221016.701388329267502 -153.738836418205096 1581.680044973743634 -7.766979321841717 32.237 7 13
2390 237673 -2267809.962554239667952 5009324.098345097154379 3221016.703660022001714 -153.738635775924195 1581.677330318150780 -7.766848857810174 22.780 7 13
2390 237674 -2267809.965187898837030 5009324.096857407130301 3221016.700651466846466 -153.741648569505969 1581.679784638861975 -7.765088127555600 32.372 7 13
2390 237675 -2267809.963663459289819 5009324.098974839784205 3221016.700558617711067 -153.739386575629453 1581.680525405103026 -7.766160837683344 22.241 7 13
2390 237676 -2267809.962822081055492 5009324.095425956882536 3221016.696236128453165 -153.740083625488978 1581.682428826741670 -7.760880922141695 25.664 7 13
2390 237677 -2267809.962710438296199 5009324.095892958343029 3221016.697019269224256 -153.739789328426127 1581.681947152800603 -7.761605658914846 26.420 7 13
2390 237678 -2267809.961753482930362 5009324.094369837082922 3221016.699003852438182 -153.739545668839355 1581.679332239820269 -7.761079263066534 28.267 7 13
2390 237679 -2267809.964204193092883 5009324.098141275346279 3221016.699255051091313 -153.740222945936637 1581.681375517843435 -7.765036425976007 28.066 7 13
2390 237680 -2267809.965035770554096 5009324.094350169412792 3221016.693444576580077 -153.742543957526323 1581.684798932748208 -7.759404485377132 22.050 7 13
2390 237681 -2267809.964447601232678 5009324.096988968551159 3221016.700773365795612 -153.740919899735843 1581.679585414075063 -7.764990361740388 31.562 7 13
2390 237682 -2267809.963809809181839 5009324.097482268698514 3221016.702128957957029 -153.740135432958994 1581.678512625453095 -7.765839767587124 27.380 7 13
2390 237683 -2267809.964873043354601 5009324.098893743008375 3221016.699107024818659 -153.740521955861539 1581.681991539682258 -7.765789147831384 23.147 7 13
2390 237684 -2267809.965164788533002 5009324.097490061074495 3221016.697274290025234 -153.741366611280057 1581.682981275617976 -7.763860071615881 24.582 7 13
2390 237685 -2267809.964228719938546 5009324.098762002773583 3221016.700995780993253 -153.739989303814809 1581.680168828147771 -7.766416772321662 27.917 7 13
2390 237686 -2267809.965004723053426 5009324.093884421512485 3221016.696847843471915 -153.742707746199073 1581.681645746414233 -7.760757518933417 25.441 7 13
2390 237687 -2267809.964989737141877 5009324.096972537226975 3221016.700415716972202 -153.741420564054010 1581.679999448961098 -7.764988271984407 30.489 7 13
2390 237688 -2267809.964342819992453 5009324.095408414490521 3221016.698885533027351 -153.741476259472563 1581.680457617132788 -7.762753674798205 29.830 7 13
2390 237689 -2267809.964660456869751 5009324.097044171765447 3221016.699383428320289 -153.741091046469762 1581.680852661095059 -7.764402930988524 22.155 7 13
2390 237690 -2267809.963312299922109 5009324.097496183589101 3221016.698880955111235 -153.739676461475653 1581.681212139512809 -7.764023397417361 22.167 7 13
2390 237691 -2267809.964188754092902 5009324.099436599761248 3221016.699297194369137 -153.739674692930862 1581.681935667340895 -7.766068671557576 23.099 7 13
2390 237692 -2267809.965622756164521 5009324.098432935774326 3221016.698878858704120 -153.741394982936811 1581.682131833048061 -7.765577927857237 25.290 7 13
2390 237693 -2267809.965109309647232 5009324.098006975837052 3221016.699285274837166 -153.741102895641404 1581.681477001324311 -7.765267889645116 23.090 7 13
2390 237694 -2267809.965050462167710 5009324.097275905311108 3221016.699617159552872 -153.741350776693992 1581.680840378266112 -7.764842048513145 23.131 7 13
2390 237695 -2267809.965311604086310 5009324.096503020264208 3221016.697516139131039 -153.741907413617412 1581.682346793632860 -7.763260687931819 20.855 7 13
2390 237696 -2267809.965962211601436 5009324.096385312266648 3221016.699204440694302 -153.742548662228558 1581.680974603169943 -7.764257382986244 24.965 7 13
2390 237697 -2267809.964657922741026 5009324.096405495889485 3221016.698065211065114 -153.741352125936942 1581.681691762208175 -7.763231027894278 17.638 7 13
2390 237698 -2267809.962225525174290 5009324.096140208654106 3221016.698483973741531 -153.739245605230053 1581.680698519993939 -7.762371762024742 20.773 7 13
2390 237699 -2267809.964922051411122 5009324.093407730571926 3221016.695687487721443 -153.742829017940039 1581.682407087093225 -7.759764469157972 17.976 7 13
2390 237700 -2267809.963957887608558 5009324.094937440939248 3221016.696540030650795 -153.741319812575114 1581.682178964322475 -7.761055482039581 17.856 7 13
2390 237701 -2267809.963769942522049 5009324.094965215772390 3221016.696164689958096 -153.741137139552507 1581.682475696082520 -7.760819778280990 28.979 7 13
2390 237702 -2267809.964872378855944 5009324.098735189996660 3221016.700462203007191 -153.740586737300248 1581.680750852106712 -7.766353191382194 27.537 7 13
2390 237703 -2267809.965699735097587 5009324.097221850417554 3221016.698118973057717 -153.741964559137898 1581.682241734255513 -7.764268888373806 21.263 7 13
2390 237704 -2267809.965894952882081 5009324.095481935888529 3221016.699123755563051 -153.742859939037430 1581.680611772025713 -7.763483701517174 23.190 7 13
2390 237705 -2267809.964165026322007 5009324.094465829432011 3221016.694445755332708 -153.741703008022682 1581.683807729851651 -7.759694748021843 15.038 7 13
2390 237706 -2267809.966191578656435 5009324.096334571018815 3221016.699874175246805 -153.742778542120675 1581.680422373667852 -7.764639385739287 27.221 7 13
2390 237707 -2267809.965293921064585 5009324.093953900039196 3221016.695549081079662 -153.742942554058800 1581.682857077278413 -7.760254737357343 19.015 7 13
2390 237708 -2267809.964350940659642 5009324.093846882693470 3221016.694603940472007 -153.742127628594687 1581.683423909527846 -7.759355541487082 14.143 7 13
2390 237709 -2267809.964719932992011 5009324.097191711887717 3221016.696744993794709 -153.741084384350415 1581.683205777876992 -7.763199004383978 21.110 7 13
2390 237710 -2267809.964823557063937 5009324.096183368004858 3221016.699668218847364 -153.741594624392008 1581.680243051182515 -7.763930199074565 22.839 7 13
2390 237711 -2267809.964755571912974 5009324.098854140378535 3221016.701211564242840 -153.740431270894419 1581.680136055388857 -7.766785846567245 24.447 7 13
2390 237712 -2267809.964165497571230 5009324.094896586611867 3221016.698390591423959 -153.741525794327742 1581.680609767758369 -7.762037591915771 27.224 7 13
2390 237713 -2267809.964056191965938 5009324.093511077575386 3221016.698429663199931 -153.741997596349620 1581.679911777037205 -7.760931553302441 22.187 7 13
2390 237714 -2267809.962781406007707 5009324.093703794293106 3221016.697442597243935 -153.740756785180395 1581.680583943998499 -7.760128373750717 22.920 7 13
2390 237715 -2267809.967015913687646 5009324.096181045286357 3221016.696968921460211 -153.743592828357350 1581.683026201563052 -7.763335308986996 25.812 7 13
2390 237716 -2267809.963402661494911 5009324.095858175307512 3221016.698295455425978 -153.740434291087013 1581.680977008330728 -7.762472767276705 26.102 7 13
2390 237717 -2267809.965414854232222 5009324.095800628885627 3221016.696634530089796 -153.742291139090128 1581.682802538663054 -7.762298243142880 23.489 7 13
2390 237718 -2267809.965196943376213 5009324.092882494442165 3221016.692995109595358 -153.743296051522179 1581.684540340999774 -7.758081779061484 17.417 7 12
2390 237719 -2267809.965231243055314 5009324.095073366537690 3221016.695980662945658 -153.742423789409372 1581.682990508549665 -7.761330133105844 28.842 7 12
2390 237720 -2267809.963603528682142 5009324.094336657784879 3221016.699172141961753 -153.741244751327486 1581.679559661167104 -7.761795845052603 21.981 7 12
2390 237721 -2267809.963179300539196 5009324.092667527496815 3221016.694254332687706 -153.741546622173473 1581.682933471573051 -7.757836414433200 27.046 7 13
2390 237722 -2267809.963687252718955 5009324.098843157291412 3221016.699478607624769 -153.739462557019237 1581.681399584956125 -7.765517126097791 32.005 7 13
2390 237723 -2267809.963094367645681 5009324.093121127225459 3221016.699095881078392 -153.741282184745558 1581.678955894211413 -7.760622542267100 36.432 7 13
2390 237724 -2267809.963886220939457 5009324.096470416523516 3221016.697391065768898 -153.740622329277528 1581.682140695786984 -7.762665284385946 32.164 7 13
2390 237725 -2267809.962934138253331 5009324.096123382449150 3221016.696567103732377 -153.739898093796171 1581.682490137909554 -7.761636119336941 23.763 7 13
2390 237726 -2267809.964924146421254 5009324.096603577956557 3221016.698163907043636 -153.741512968359700 1581.681754257658895 -7.763531155338967 33.464 7 13
2390 237727 -2267809.964228400960565 5009324.095871792174876 3221016.697828029282391 -153.741180927648486 1581.681558935663588 -7.762539195495521 30.980 7 13
2390 237728 -2267809.962970613967627 5009324.096806903369725 3221016.695799874607474 -153.739649441290169 1581.683474998590555 -7.761795471860722 33.965 7 13
2390 237729 -2267809.963384473696351 5009324.096112101338804 3221016.698812345508486 -153.740313003571316 1581.680645583053547 -7.762928213439267 35.158 7 13
2390 237730 -2267809.963408906478435 5009324.097001798450947 3221016.698261668905616 -153.739968353443260 1581.681536865298767 -7.763355103216327 29.766 7 13
2390 237731 -2267809.964153368491679 5009324.096417055465281 3221016.697838094551116 -153.740887707763363 1581.681786976189642 -7.762945474776529 28.719 7 13
2390 237732 -2267809.965678156819195 5009324.099814992398024 3221016.699396353680640 -153.740875497043703 1581.682337586213634 -7.766944950474340 40.176 7 13
2390 237733 -2267809.964029382914305 5009324.096364037133753 3221016.699054172262549 -153.740796620987510 1581.680689101937560 -7.763477831510897 31.660 7 13
2390 237734 -2267809.962908199988306 5009324.095965116284788 3221016.697089673951268 -153.739939732432617 1581.681961368613429 -7.761768292941156 28.463 7 13
2390 237735 -2267809.965779821388423 5009324.097789722494781 3221016.699085370637476 -153.741803329295919 1581.681689110946081 -7.765233994175304 36.237 7 13
2390 237736 -2267809.964407556224614 5009324.097405947744846 3221016.697360401507467 -153.740711457561815 1581.682709475283218 -7.763568885778426 27.776 7 13
2390 237737 -2267809.963564554695040 5009324.095621715299785 3221016.700219110585749 -153.740679291889364 1581.679244721082114 -7.763322312692111 36.841 7 13
2390 237738 -2267809.963428283575922 5009324.092596502043307 3221016.692737021483481 -153.741802737454577 1581.684259551770992 -7.757098046821966 20.368 7 13
2390 237739 -2267809.964693099260330 5009324.099644518457353 3221016.697433416265994 -153.740048408430539 1581.683742798222283 -7.765463793261148 29.834 7 13
2390 237740 -2267809.964294339995831 5009324.093687248416245 3221016.695130886044353 -153.742141897862950 1581.682884312553369 -7.759477974598070 31.186 7 13
2390 237741 -2267809.965573630295694 5009324.099163223057985 3221016.697552490048110 -153.741049060717728 1581.683601962721696 -7.765459423679062 35.962 7 13
2390 237742 -2267809.964008607901633 5009324.097303139977157 3221016.698443385306746 -153.740390411589317 1581.681645552538157 -7.763896881185872 43.896 7 13
2390 237743 -2267809.964661055244505 5009324.096592469140887 3221016.698021823074669 -153.741277872437024 1581.681816347313315 -7.763356790751828 31.083 7 13
2390 237744 -2267809.964928155299276 5009324.096818158403039 3221016.697137208189815 -153.741428128113910 1581.682738682214222 -7.763179186870474 35.344 7 13
2390 237745 -2267809.962559961248189 5009324.095754263922572 3221016.700523926876485 -153.739709440378590 1581.678833026606071 -7.763224405555803 28.296 7 13
2390 237746 -2267809.961758676916361 5009324.094097636640072 3221016.699169042520225 -153.739662655251379 1581.679065041265403 -7.760951486177078 29.558 7 13
2390 237747 -2267809.963291231542826 5009324.093412798829377 3221016.697276243008673 -153.741341244062824 1581.680699343645983 -7.759996597789751 31.324 7 13
2390 237748 -2267809.965312241110951 5009324.096527723595500 3221016.700364635791630 -153.741897806367717 1581.679905100834731 -7.764727857950902 41.410 7 13
2390 237749 -2267809.964162535965443 5009324.095024796202779 3221016.695745863020420 -153.741470223030944 1581.682946270596631 -7.760793123709675 23.526 7 13
2390 237750 -2267809.964118909090757 5009324.097042503766716 3221016.701245648320764 -153.740598382048631 1581.679134560867396 -7.765155628461400 27.895 7 13
2390 237751 -2267809.965358928777277 5009324.095440469682217 3221016.699487341567874 -153.742388719371434 1581.680167100495510 -7.763445552774442 26.641 7 13
2390 237752 -2267809.963485068641603 5009324.094962450675666 3221016.698275932110846 -153.740878758569977 1581.680596410152248 -7.761789328620495 25.110 7 13
2390 237753 -2267809.964052862953395 5009324.093454522080719 3221016.695017830934376 -153.742017886926305 1581.682823331281270 -7.759152157564642 20.599 7 13
2390 237754 -2267809.964165266603231 5009324.096770818345249 3221016.700902644544840 -153.740752656212692 1581.679313908637596 -7.764784619786127 30.764 7 13
2390 237755 -2267809.963989237789065 5009324.094250323250890 3221016.698633596301079 -153.741631738052320 1581.680064347936877 -7.761591421143009 26.313 7 13
2390 237756 -2267809.964841011911631 5009324.092785764485598 3221016.696173367090523 -153.743011687616558 1581.681683696320533 -7.759494607056439 26.124 7 13
2390 237757 -2267809.964536582119763 5009324.091446237638593 3221016.696378488093615 -153.743286767764914 1581.680823090903004 -7.758439726245541 21.468 7 13
2390 237758 -2267809.963367139920592 5009324.092118128202856 3221016.697333454154432 -153.741944315304977 1581.680066600791179 -7.759036832826297 24.099 7 13
2390 237759 -2267809.966059986501932 5009324.098629171960056 3221016.702268186956644 -153.741712374377983 1581.679395260985075 -7.767609592453169 29.677 7 13
2390 237760 -2267809.964273955207318 5009324.097241817973554 3221016.702425079885870 -153.740657433113597 1581.678243545160058 -7.765966447953360 38.198 7 13
2390 237761 -2267809.963361060712487 5009324.092519364319742 3221016.697257943917066 -153.741773308516144 1581.680316115323876 -7.759311110697382 29.183 7 13
2390 237762 -2267809.964800261426717 5009324.093377877958119 3221016.698614589404315 -153.742730377884129 1581.679846781247761 -7.761185297211824 27.947 7 13
2390 237763 -2267809.964247048366815 5009324.095087802968919 3221016.697230664081872 -153.741521230376520 1581.681714369279462 -7.761627128377484 32.548 7 13
2390 237764 -2267809.964611903764307 5009324.096797241829336 3221016.699655378237367 -153.741148647572629 1581.680493951019571 -7.764330145347373 41.291 7 13
2390 237765 -2267809.964132623746991 5009324.097342406399548 3221016.701006269548088 -153.740487197186610 1581.679482442014660 -7.765274154879449 31.971 7 13
2390 237766 -2267809.965446004178375 5009324.101563590578735 3221016.703272807877511 -153.739942888222458 1581.679759871217129 -7.770204400392515 25.872 7 13
2390 237767 -2267809.964645984116942 5009324.098197825253010 3221016.700546422507614 -153.740602098396607 1581.680382094447168 -7.765893963557460 38.749 7 13
2390 237768 -2267809.962697725743055 5009324.096168244257569 3221016.701251946389675 -153.739664220128361 1581.678426548410016 -7.763968113691163 32.625 7 13
2390 237769 -2267809.965089068282396 5009324.101098300889134 3221016.704203783534467 -153.739809602234914 1581.678667855985850 -7.770185665842718 33.480 7 13
2390 237770 -2267809.962546900380403 5009324.096107459627092 3221016.700289304368198 -153.739551884994512 1581.679195872440687 -7.763377652789217 33.470 7 13
2390 237771 -2267809.963616746943444 5009324.094031899236143 3221016.696008261293173 -153.741382474755881 1581.682146227778958 -7.759953591324006 29.843 7 13
2390 237772 -2267809.962410727050155 5009324.092700048349798 3221016.695506814867258 -153.740833036995184 1581.681708756382932 -7.758225443121717 31.863 7 13
2390 237773 -2267809.965405853465199 5009324.095440532080829 3221016.697263302281499 -153.742431442226007 1581.682092413623195 -7.762332046243301 33.485 7 13
2390 237774 -2267809.966605814173818 5009324.102096728049219 3221016.702731573022902 -153.740779615656322 1581.680715894865443 -7.770759590397148 44.212 7 13
2390 237775 -2267809.964589870534837 5009324.098137014545500 3221016.700478556100279 -153.740576056846351 1581.680400631531484 -7.765791832564702 31.902 7 13
2390 237776 -2267809.963928489014506 5009324.100224547088146 3221016.704738510772586 -153.739112643172234 1581.677559584702067 -7.769359647690862 31.921 7 13
2390 237777 -2267809.963622443377972 5009324.098347383551300 3221016.700518929399550 -153.739607971082648 1581.680260504788066 -7.765633798151612 29.631 7 13
2390 237778 -2267809.964673395734280 5009324.098775517195463 3221016.702388196717948 -153.740388832022347 1581.679069061458677 -7.767292917968234 36.307 7 13
2390 237779 -2267809.964625984430313 5009324.095627502538264 3221016.698694237507880 -153.741643872191503 1581.680783142495784 -7.762928931358317 30.197 7 13
2390 237780 -2267809.964614999480546 5009324.098297053016722 3221016.698411051183939 -153.740532950022384 1581.682260624102582 -7.764875650381612 24.445 7 13
2390 237781 -2267809.964709827676415 5009324.098338291980326 3221016.703619875479490 -153.740602332078367 1581.677813498441083 -7.767588730377270 21.138 7 13
2390 237782 -2267809.963022544514388 5009324.096251988783479 3221016.699387433473021 -153.739925595393572 1581.680139200688927 -7.763201671299754 25.491 7 13
2390 237783 -2267809.964913449250162 5009324.099693767726421 3221016.700773865450174 -153.740228837940833 1581.680934821960818 -7.767278261466487 28.796 7 13
2390 237784 -2267809.966066214255989 5009324.097959420643747 3221016.702297387644649 -153.741994251378060 1581.679061350317625 -7.767101156307973 23.636 7 13
2390 237785 -2267809.964667981490493 5009324.098138242959976 3221016.702520242426544 -153.740646709660098 1581.678659171362369 -7.766858092638614 25.145 7 13
2390 237786 -2267809.964379742275923 5009324.097378849983215 3221016.698399166576564 -153.740697293975700 1581.681796466430114 -7.764065630179942 26.756 7 13
2390 237787 -2267809.964100696612149 5009324.096108157187700 3221016.700195036362857 -153.740967112209148 1581.679603018454600 -7.763882166146288 29.640 7 13
2390 237788 -2267809.964676221832633 5009324.097803054377437 3221016.697149769868702 -153.740792447440526 1581.683131030417826 -7.763868839911055 23.254 7 13
2390 237789 -2267809.963964450638741 5009324.095378761179745 3221016.699213427491486 -153.741143792342712 1581.680082194055331 -7.762762651808657 24.361 7 13
2390 237790 -2267809.963994371704757 5009324.097860267385840 3221016.700611191801727 -153.740147684635247 1581.680033475992104 -7.765430592845007 22.569 7 13
2390 237791 -2267809.963724807836115 5009324.099944819696248 3221016.701075754594058 -153.739042447524923 1581.680541938945680 -7.767206475148811 25.968 7 13
2390 237792 -2267809.964199739508331 5009324.098193236626685 3221016.701266311109066 -153.740197460021875 1581.679666446111469 -7.766097703956177 26.927 7 13
2390 237793 -2267809.966215396299958 5009324.100550189614296 3221016.701983765698969 -153.741061731276488 1581.680562138813229 -7.769027483906854 24.146 7 13
2390 237794 -2267809.963384013622999 5009324.096759977750480 3221016.700312469154596 -153.740045402099327 1581.679653447326928 -7.764198713798180 25.432 7 13
2390 237795 -2267809.963594467844814 5009324.099377648904920 3221016.702055545523763 -153.739157606826609 1581.679408203517141 -7.767213093254838 21.233 7 13
2390 237796 -2267809.965454624034464 5009324.098768298514187 3221016.699807545170188 -153.741103511244773 1581.681452026222360 -7.766253281146504 22.410 7 13
2390 237797 -2267809.963846146594733 5009324.097875735722482 3221016.701392264105380 -153.740006271841139 1581.679336875896297 -7.765787012014442 24.724 7 13
2390 237798 -2267809.963356173597276 5009324.092438007704914 3221016.693766413256526 -153.741802407564421 1581.683284501258186 -7.757471201100032 19.514 7 13
2390 237799 -2267809.964481617789716 5009324.098717884160578 3221016.699857007712126 -153.740237889205673 1581.681182170385000 -7.765893273348269 25.490 7 13
2390 237800 -2267809.963516948744655 5009324.094373254105449 3221016.697380603756756 -153.741150784425258 1581.681101418082790 -7.760883375682965 21.766 7 13
2390 237801 -2267809.964130013715476 5009324.097443107515574 3221016.699185454286635 -153.740443290590349 1581.681096689468632 -7.764426928161299 24.039 7 13
2390 237802 -2267809.963559708558023 5009324.095239762216806 3221016.696410620119423 -153.740832393375968 1581.682346933127974 -7.761085495392706 19.767 7 13
2390 237803 -2267809.964088284410536 5009324.095523955300450 3221016.697641389444470 -153.741196727796364 1581.681529280255745 -7.762121668873533 23.310 7 13
2390 237804 -2267809.962789251469076 5009324.094303772784770 3221016.695794545114040 -153.740516503047957 1581.682282735202079 -7.759764389536997 23.292 7 13
2390 237805 -2267809.963228656444699 5009324.097776302136481 3221016.699689259752631 -153.739484741844535 1581.680628142187061 -7.764624238271267 20.962 7 13
2390 237806 -2267809.962752192281187 5009324.096876453608274 3221016.700286865234375 -153.739421775901747 1581.679597008929704 -7.764052681380008 27.363 6 13
2390 237807 -2267809.966426547151059 5009324.097795637324452 3221016.700745093636215 -153.742390059920751 1581.680397952398835 -7.766311781914197 27.971 6 13
2390 237808 -2267809.963693340308964 5009324.098250117152929 3221016.702363593503833 -153.739712670863298 1581.678641618831534 -7.766520093248914 33.638 6 13
2390 237809 -2267809.965762336272746 5009324.097334461286664 3221016.701267601922154 -153.741975148677000 1581.679595236673094 -7.765979561413673 28.670 6 13
2390 237810 -2267809.962926735170186 5009324.097660273313522 3221016.699823344126344 -153.739257540244921 1581.680395670988673 -7.764494106268756 22.853 6 13
2390 237811 -2267809.966261039022356 5009324.097399497404695 3221016.699785251170397 -153.742402648268921 1581.681006532746096 -7.765454408698872 32.754 7 13
2390 237812 -2267809.964823056943715 5009324.099615815095603 3221016.701498534996063 -153.740178637608039 1581.680255668888321 -7.767553260308830 36.327 7 13
